Date,ABT,ADI,ALB,AMAT,AMD,AME,ANSS,AOS,ATO,BDX,BIO,BKR,BSX,BWA,CDNS,CEG,COO,COP,CPRT,CRM,CSCO,CTAS,CTRA,CTSH,CTVA,CVS,CVX,D,DD,DG,DHI,DHR,DIS,DLTR,DOV,DOW,DRI,DVN,ED,EMN,EMR,EOG,EQR,EQT,ETN,EW,FANG,FAST,FDX,FTV,GD,GE,GIS,GLW,GNRC,GPN,GRMN,HAS,IFF,ILMN,INCY,ISRG,J,JBHT,JCI,JNJ,JNPR,KDP,KHC,LEN,LH,LIN,LKQ,LULU,MCHP,MDLZ,META,MHK,MKC,MLM,MNST,MOS,MRO,MSCI,MU,NDSN,NEM,NOC,NWS,O,PFE,PG,PHM,PLD,PSX,PWR,PXD,RMD,ROK,ROL,ROP,RTX,SJM,SLB,SNA,SNPS,SRE,STE,SWK,SWKS,T,TDY,TECH,TEL,TER,TFX,TRMB,TSCO,TSLA,TT,TTWO,TYL,ULTA,VLO,VMC,WAB,WEC,WRK,WST,WY,XOM,XRAY,ZBH,ZBRA
2021-01-04,103.60328674316406,138.97450256347656,149.54644775390625,84.8614501953125,92.3000030517578,116.27191925048828,357.6700134277344,51.3392219543457,87.64613342285156,235.4069976806641,575.260009765625,19.491762161254883,35.27000045776367,31.974023818969727,135.75999450683594,,357.0859375,35.32858657836914,30.162500381469727,220.30999755859372,40.502254486083984,334.40673828125,13.804452896118164,76.21638488769531,37.21351623535156,64.66455841064453,75.5389175415039,66.25090026855469,66.86283111572266,203.75140380859372,65.52349853515625,195.632080078125,177.67999267578125,106.94000244140624,118.7112808227539,47.32627868652344,105.94429779052734,13.478894233703612,63.839317321777344,90.34758758544922,73.2939224243164,42.24476623535156,52.079715728759766,13.025250434875488,112.34575653076172,88.91999816894531,43.48100280761719,44.64716339111328,241.3998565673828,68.03346252441406,135.86532592773438,64.74665069580078,53.8181266784668,32.236358642578125,224.55999755859372,202.96920776367188,110.8516082763672,83.373046875,96.67232513427734,367.760009765625,86.44999694824219,266.6666564941406,103.97444152832033,131.81756591796875,43.490501403808594,145.5201416015625,20.91263771057129,29.59658432006836,30.487422943115234,71.1873779296875,172.41671752929688,248.54400634765625,33.37723159790039,356.3999938964844,65.77813720703125,54.436031341552734,268.94000244140625,136.11000061035156,89.50875091552734,272.70330810546875,45.29999923706055,22.777795791625977,6.570427894592285,427.12298583984375,72.8942642211914,191.3183441162109,56.77006912231445,281.92742919921875,17.429609298706055,51.1918830871582,33.2630615234375,127.93416595458984,40.87776565551758,89.84768676757812,62.155250549316406,67.84037017822266,93.47479248046876,207.6948089599609,235.35585021972656,36.981689453125,412.5076293945313,64.07904052734375,106.8290557861328,20.95461654663086,155.838623046875,254.6999969482422,52.34430694580078,183.9676513671875,157.13809204101562,143.0001678466797,17.626270294189453,362.3900146484375,77.91041564941406,115.12078094482422,117.9369888305664,397.8704223632813,66.29000091552734,133.79931640625,243.2566680908203,137.94871520996094,201.8500061035156,431.6099853515625,282.4700012207031,49.7023811340332,143.09951782226562,71.42848205566406,82.97486114501953,39.63958740234375,283.8191223144531,28.716354370117188,36.69519805908203,52.01348114013672,145.6805419921875,378.1300048828125
2021-01-05,104.8851547241211,141.4585418701172,159.63836669921875,87.52831268310547,92.7699966430664,117.07730865478516,359.8299865722656,51.67247009277344,86.32252502441406,235.7168731689453,584.1300048828125,19.71431350708008,36.2400016784668,32.730106353759766,136.13999938964844,,361.29388427734375,37.355281829833984,30.03249931335449,221.5200042724609,40.52067184448242,339.55523681640625,13.937507629394531,76.43711853027344,37.66958618164063,65.09880828857422,77.58100891113281,65.45291900634766,70.1527328491211,200.8560791015625,64.61859130859375,200.4872131347656,178.44000244140625,107.12999725341795,119.40426635742188,48.86762237548828,107.63954162597656,14.50673484802246,63.12556457519531,92.9595718383789,74.56230163574219,45.68467330932617,51.67213439941406,13.637173652648926,113.53780364990234,88.44000244140625,47.68339920043945,45.23745346069336,241.39028930664065,67.7269515991211,135.93048095703125,66.60185241699219,53.87282943725586,32.9287109375,227.97999572753903,201.1473846435547,110.62767791748048,84.4791259765625,99.3494873046875,374.8999938964844,85.87000274658203,268.3500061035156,105.0032958984375,134.97518920898438,44.75246047973633,147.23106384277344,21.6063289642334,29.643428802490234,29.899585723876957,70.65061950683594,175.69876098632812,252.4429931640625,33.82905197143555,366.5,67.22144317626953,54.49242782592773,270.9700012207031,138.58999633789062,89.7373046875,275.71685791015625,45.709999084472656,23.6246280670166,7.16686487197876,421.0035705566406,76.05416870117188,193.97552490234372,57.02177810668945,283.6777648925781,17.526657104492188,51.44844436645508,33.60643768310547,128.7510223388672,39.77374267578125,89.98802185058594,63.81853866577149,69.15245819091797,99.95740509033205,210.07347106933597,235.9288330078125,37.59095764160156,412.1438598632813,65.0060806274414,108.21487426757812,22.08110618591309,155.65188598632812,258.8900146484375,52.17940902709961,187.21774291992188,157.86184692382812,148.2943572998047,17.518503189086914,375.489990234375,78.49978637695312,117.33132934570312,120.21280670166016,395.2056274414063,66.8499984741211,134.73785400390625,245.0366668701172,139.74037170410156,204.7400054931641,432.239990234375,280.3599853515625,51.12041091918945,144.1151885986328,72.32315063476562,82.7086181640625,40.62940216064453,289.2356872558594,28.9876708984375,38.463645935058594,53.50373840332031,148.20111083984375,380.5700073242188
2021-01-06,104.66675567626952,142.0962371826172,171.56253051757812,88.72989654541016,90.33000183105467,122.03739166259766,349.8999938964844,53.45296859741211,87.34785461425781,238.16766357421875,612.2000122070312,20.548877716064453,36.7599983215332,33.746620178222656,130.63999938964844,,366.1315002441406,38.84627532958984,29.450000762939453,216.1499938964844,40.90763854980469,341.5989990234375,14.195300102233888,76.91693878173828,39.852909088134766,67.03901672363281,80.07785034179688,66.85163879394531,73.92755889892578,209.1922607421875,64.07367706298828,207.1300811767578,179.1199951171875,112.97000122070312,122.77291107177734,51.1708869934082,110.1915512084961,15.308951377868652,64.47174072265625,98.1652374267578,77.07089233398438,46.65055847167969,53.085079193115234,14.530778884887695,119.63048553466795,87.19999694824219,50.03780364990234,46.00578689575195,241.7525787353516,70.26795196533203,139.40304565429688,70.25041961669922,53.73606491088867,34.06418991088867,246.2899932861328,203.0769500732422,111.48612213134766,85.66681671142578,103.88502502441406,376.5499877929688,84.30999755859375,264.2633361816406,112.4503402709961,143.988525390625,46.852577209472656,148.6165313720703,21.809812545776367,29.755857467651367,30.2291316986084,70.24805450439453,182.74252319335935,260.7306213378906,35.665184020996094,363.25,68.51129913330078,54.3890380859375,263.3099975585937,142.97000122070312,89.45160675048828,297.107177734375,45.34999847412109,25.068086624145508,7.214964866638184,424.7123107910156,75.9065170288086,199.48460388183597,58.6489143371582,286.1167297363281,18.2545108795166,51.012298583984375,33.31727600097656,130.10630798339844,39.5606803894043,87.85501861572266,63.34712219238281,74.35108184814453,104.08419799804688,208.70306396484372,246.9006805419922,38.20989990234375,416.29302978515625,65.81139373779297,109.36975860595705,23.303062438964844,162.09381103515625,249.6999969482422,52.34853744506836,190.55569458007807,163.53125,150.37217712402344,17.859769821166992,368.8900146484375,81.94438171386719,120.69977569580078,121.12313842773438,399.7456665039063,68.41000366210938,139.69871520996094,251.9933319091797,143.56320190429688,201.52999877929688,433.7300109863281,291.19000244140625,52.2619743347168,156.99635314941406,77.81917572021484,83.75521850585938,43.18800354003906,292.33660888671875,29.1364688873291,39.445125579833984,56.08747100830078,152.42428588867188,394.8200073242188
2021-01-07,105.68276977539062,148.10179138183594,180.28271484375,92.3736343383789,95.16000366210938,122.18472290039062,365.0199890136719,54.10993957519531,83.67533874511719,238.0362091064453,629.1199951171875,21.02179908752441,36.560001373291016,34.52790832519531,137.0500030517578,,364.8821105957031,39.908729553222656,30.217500686645508,217.97999572753903,41.423587799072266,345.5600891113281,14.486360549926758,77.68466186523438,40.561279296875,68.36023712158203,80.452392578125,65.41706085205078,76.90369415283203,211.5337829589844,66.83708953857422,210.0746917724609,178.5800018310547,114.75,124.5919952392578,51.24094009399414,113.31819152832033,15.517860412597656,63.161712646484375,98.62348175048828,77.10846710205078,49.66683197021485,52.44200897216797,14.511351585388184,122.12811279296876,89.44000244140625,50.45537567138672,46.57733917236328,234.5732421875,71.73125457763672,141.246337890625,69.69386291503906,53.29463577270508,34.138038635253906,254.5,203.85073852539065,113.42696380615234,85.93878936767578,109.15656280517578,382.4100036621094,90.05000305175781,269.4033203125,112.5091323852539,145.14205932617188,48.19929885864258,149.11862182617188,22.04104423522949,29.93471336364746,30.01091766357422,72.54843139648438,183.701904296875,259.9815979003906,36.67457962036133,367.2900085449219,71.30199432373047,54.28565216064453,268.739990234375,144.30999755859375,90.2706069946289,302.1725158691406,46.75,25.895666122436523,7.3977437019348145,432.978759765625,77.87530517578125,199.81553649902344,58.55902099609375,279.8423156738281,17.74015998840332,50.37089920043945,33.488975524902344,128.89028930664062,41.14891815185547,89.17411041259766,63.9163703918457,75.93153381347656,108.72168731689452,210.709716796875,247.8365173339844,38.84818649291992,423.9161987304688,65.34318542480469,107.95620727539062,23.751745223999023,164.19444274902344,258.8399963378906,50.69533157348633,194.99652099609372,164.6261444091797,154.34756469726562,17.90766716003418,356.1700134277344,83.16769409179688,123.120849609375,128.54428100585938,398.511962890625,71.83999633789062,140.89581298828125,272.0133361816406,147.28067016601562,208.00999450683597,437.6700134277344,292.4200134277344,53.21623992919922,158.21707153320312,80.562255859375,81.02855682373047,42.79581451416016,302.1957702636719,29.41653633117676,39.75460052490234,55.79716491699219,151.5206756591797,409.1000061035156
2021-01-08,105.97710418701172,149.17724609375,180.38070678710935,93.35050964355467,94.58000183105467,121.34005737304688,374.6600036621094,53.472015380859375,83.19998168945312,239.5010528564453,621.3699951171875,20.83634185791016,36.75,33.84743118286133,136.19000244140625,,363.0530395507813,39.908729553222656,30.545000076293945,222.0399932861328,41.51572799682617,340.78143310546875,14.36161994934082,78.64431762695312,41.96831130981445,69.16403198242188,81.21928405761719,65.63224029541016,77.76893615722656,209.6780548095703,65.15375518798828,213.3873748779297,178.69000244140625,112.97000122070312,124.5919952392578,50.97822189331055,113.6838836669922,15.133466720581056,63.17977523803711,96.90048217773438,76.87358093261719,49.87864303588867,52.76807403564453,14.103403091430664,120.03727722167967,90.66999816894533,50.42871856689453,47.55180358886719,233.55308532714844,71.76091766357422,140.3618927001953,70.12673950195312,51.86915969848633,34.1103515625,252.5,202.0876617431641,113.81884002685548,88.17815399169922,109.4785614013672,379.6099853515625,93.83000183105467,272.9166564941406,111.23529815673828,146.00238037109375,48.312313079833984,148.81178283691406,22.013296127319336,30.122982025146484,29.944116592407227,70.3438949584961,179.71295166015625,259.6742858886719,36.90529251098633,365.4599914550781,70.67864227294922,54.68978500366211,267.57000732421875,143.67999267578125,90.67057800292967,304.734619140625,47.494998931884766,25.7994384765625,7.263065814971924,441.8014831542969,76.21166229248047,197.8494110107422,56.446434020996094,275.7773742675781,17.62370491027832,51.08926773071289,33.552223205566406,128.83457946777344,40.21922302246094,90.37157440185548,62.89348983764648,75.52398681640625,108.10391235351562,214.3119201660156,250.00413513183597,39.45745849609375,424.4281311035156,65.41809844970703,107.2817611694336,23.713563919067383,161.41229248046875,262.79998779296875,50.64458847045898,197.94406127929688,163.9859161376953,155.10658264160156,17.784170150756836,368.3299865722656,81.60015869140625,124.85292053222656,130.7607421875,407.9866943359375,72.31999969482422,142.99314880371094,293.3399963378906,146.18844604492188,210.42999267578125,436.3900146484375,294.260009765625,51.46823120117188,159.01791381835938,79.86420440673828,80.74396514892578,42.235538482666016,305.6444396972656,29.21523666381836,40.196720123291016,56.30036163330078,151.18777465820312,405.4700012207031
2021-01-11,105.24596405029295,150.6619873046875,173.70826721191406,95.69503021240234,97.25,121.93917846679688,373.3299865722656,54.17659378051758,81.71792602539062,241.4259796142578,615.7899780273438,21.00325584411621,36.43999862670898,33.75502014160156,134.69000244140625,,359.4747009277344,40.49798583984375,30.217500686645508,218.25,41.79212951660156,330.4164123535156,15.001945495605469,76.9073486328125,42.32733917236328,70.28195190429688,81.68299102783203,65.15704345703125,79.85128021240234,209.1436920166016,66.22408294677734,213.93946838378903,179.08999633789062,112.43000030517578,123.94713592529295,51.547462463378906,114.51583099365234,15.317309379577637,62.09560394287109,98.2202377319336,77.62521362304688,50.5056266784668,52.57787704467773,14.783319473266602,120.11298370361328,89.37000274658203,51.79694366455078,47.2988166809082,233.8867645263672,70.28773498535156,141.30218505859375,70.80697631835938,51.10583114624024,34.655006408691406,260.79998779296875,197.1412506103516,113.11903381347656,87.80642700195312,112.65250396728516,372.4800109863281,93.31999969482422,271.2166748046875,110.73556518554688,144.81944274902344,48.02037048339844,148.18881225585938,22.02254676818848,29.52052497863769,29.25830841064453,72.73055267333984,182.6163024902344,256.91815185546875,36.491920471191406,361.6600036621094,70.87523651123047,53.65595626831055,256.8399963378906,147.5800018310547,89.16590118408203,304.37139892578125,46.470001220703125,25.76095199584961,7.349644184112549,440.9328918457031,77.4421615600586,198.7838134765625,55.69129943847656,281.9082946777344,17.730457305908203,50.81560134887695,34.130558013916016,127.9620132446289,40.75186538696289,88.55667114257812,64.28103637695312,74.85800170898438,108.25216674804688,215.6431884765625,250.7489318847656,39.56383895874024,431.7431640625,65.36190795898438,105.41551208496094,23.85675621032715,160.0118865966797,260.42999267578125,50.06534576416016,195.6504821777344,163.63331604003906,153.74981689453125,17.69224739074707,372.1900024414063,82.91262817382812,124.85292053222656,134.27340698242188,398.5908508300781,73.08000183105469,143.17514038085938,270.39666748046875,145.8722381591797,206.5399932861328,429.6499938964844,290.17999267578125,52.29764938354492,159.18392944335938,80.29679870605469,79.8350830078125,43.374759674072266,300.5558166503906,28.97017288208008,41.41694259643555,56.61003112792969,151.2353057861328,413.7900085449219
2021-01-12,103.34690856933594,151.4138641357422,178.81300354003906,97.6976318359375,95.36000061035156,121.9097137451172,373.2699890136719,55.96660614013672,81.67132568359375,247.03179931640625,610.0399780273438,21.36490249633789,35.33000183105469,34.586708068847656,133.72000122070312,,357.8355712890625,42.33717346191406,30.457500457763672,215.5200042724609,42.18830871582031,330.3872375488281,15.451005935668944,76.42750549316406,43.25889587402344,70.4574966430664,83.23460388183594,64.13489532470703,82.11426544189453,212.175048828125,66.58409881591797,210.9335174560547,175.99000549316406,114.18000030517578,124.7363510131836,53.45663070678711,116.40827941894533,16.47049331665039,61.363800048828125,100.86888885498048,78.89360809326172,52.90338897705078,53.030738830566406,16.007165908813477,121.4185562133789,87.8499984741211,55.85718536376953,48.36697769165039,237.44308471679688,70.28773498535156,142.90342712402344,72.84771728515625,50.002227783203125,34.58115005493164,259.04998779296875,196.42623901367188,113.8561782836914,89.86447143554688,115.90007781982422,361.2799987792969,94.30999755859376,262.8099975585937,111.29410552978516,145.68951416015625,48.82085800170898,147.0358428955078,22.02254676818848,29.52052497863769,28.661561965942383,73.41108703613281,185.3092498779297,256.0442199707031,38.27999114990234,356.92999267578125,71.59931182861328,53.87212753295898,251.08999633789065,150.8699951171875,88.04216766357422,309.03424072265625,46.994998931884766,27.38724708557129,8.071142196655273,442.2991943359375,78.2198486328125,201.8108673095703,56.17675018310547,284.5863952636719,17.536361694335938,49.438743591308594,33.59740447998047,127.21937561035156,41.31356048583984,88.60344696044922,65.58853912353516,75.80231475830078,111.2999038696289,212.2954559326172,253.4990997314453,40.14409637451172,423.3352661132813,66.9725570678711,102.76396942138672,24.954608917236328,162.69134521484375,258.5799865722656,49.89199066162109,187.45201110839844,163.74462890625,150.0780487060547,17.61870765686035,382.510009765625,82.7120361328125,123.95338439941406,135.6488037109375,391.8796081542969,71.91000366210938,145.3299560546875,283.14666748046875,145.5752716064453,199.1499938964844,424.6700134277344,294.2200012207031,53.07353973388672,162.3090057373047,82.1746826171875,78.28353881835938,44.12180709838867,296.659912109375,28.62883186340332,42.33654022216797,58.01318740844727,152.02481079101562,407.9500122070313
2021-01-13,106.48986053466795,150.83331298828125,176.28517150878906,95.78294372558594,91.77999877929688,119.2774429321289,375.5799865722656,55.52863311767578,82.45428466796875,246.96609497070312,604.3200073242188,21.327804565429688,36.060001373291016,33.72981643676758,134.1199951171875,,381.5740051269531,41.98897933959961,29.774999618530277,218.17999267578125,41.79212951660156,326.8251342773437,15.73374843597412,76.39873504638672,42.82223129272461,69.21945190429688,83.15434265136719,64.771484375,79.38536834716797,212.0195770263672,66.86627960205078,210.18862915039065,176.1199951171875,112.47000122070312,122.3494110107422,52.57210159301758,114.15013122558594,15.985821723937988,62.89066696166992,97.68865966796876,77.64401245117188,51.23426818847656,53.95458221435547,16.696796417236328,118.64657592773438,89.26000213623047,54.6755485534668,47.50495910644531,240.47499084472656,69.40776062011719,142.09352111816406,71.54906463623047,50.94029235839844,34.31343460083008,252.6300048828125,194.9668426513672,112.70848846435548,89.9823226928711,111.79692840576172,362.0,92.73999786376952,270.4833374023437,110.50039672851562,145.87525939941406,48.98096466064453,146.8126220703125,21.73581886291504,29.80292320251465,28.510149002075195,73.17146301269531,185.19143676757807,257.1102294921875,37.8377799987793,352.1400146484375,72.26099395751953,53.91911315917969,251.63999938964844,149.6699981689453,88.81354522705078,299.4337158203125,45.935001373291016,27.040817260742188,7.734443187713623,427.86468505859375,78.66281127929688,198.18035888671875,55.79917144775391,286.4228515625,17.429609298706055,49.41308975219727,33.30824279785156,127.414306640625,41.21671295166016,89.2583236694336,63.83631134033203,74.32124328613281,107.84855651855467,211.9039001464844,250.58665466308597,38.54838562011719,406.75592041015625,66.01741027832031,103.05960083007812,24.305444717407227,160.19857788085938,257.1400146484375,51.22385787963867,189.4430389404297,160.92384338378906,149.80291748046875,17.532913208007812,386.9599914550781,81.8626480102539,124.31705474853516,134.5900421142578,392.56060791015625,70.0199966430664,146.69943237304688,284.8033447265625,144.626708984375,199.5,421.989990234375,294.010009765625,51.45931625366211,157.8166961669922,81.30947875976562,80.66133880615234,43.83232116699219,296.1728820800781,28.1474552154541,42.81401062011719,57.58739471435547,154.99246215820312,412.4500122070313
2021-01-14,104.90728759765624,151.76600646972656,178.68563842773438,103.35375213623048,90.79000091552734,118.57025909423828,369.0499877929688,54.67170333862305,81.6899642944336,242.04571533203125,593.1400146484375,21.986188888549805,36.15999984741211,33.26776123046875,135.39999389648438,,374.96722412109375,42.73893737792969,29.315000534057617,215.6000061035156,41.59865188598633,318.3871459960937,16.049755096435547,76.82097625732422,42.89986038208008,69.3395767211914,85.1518325805664,63.67761993408203,78.54862976074219,207.1811065673828,67.16792297363281,207.4368133544922,173.42999267578125,109.97000122070312,122.17618560791016,52.23931884765625,112.54110717773438,16.946807861328125,61.85166931152344,97.58785247802734,78.30168914794922,53.06300735473633,54.69728469848633,17.386425018310547,117.89918518066406,87.48999786376953,55.02204132080078,47.14889907836914,244.3363800048828,69.73405456542969,144.4940643310547,72.10560607910156,51.2713737487793,35.10734558105469,253.05999755859372,190.02040100097656,112.79244995117188,89.9460678100586,110.34335327148438,371.0400085449219,92.04000091552734,265.7133178710937,109.73609924316406,148.54408264160156,49.39533996582031,149.37899780273438,22.39251518249512,29.68995857238769,28.572498321533203,71.89667510986328,185.3092498779297,253.23046875,37.55899429321289,347.7300109863281,73.49811553955078,53.86272430419922,245.63999938964844,151.97000122070312,87.2517318725586,297.2740173339844,45.68000030517578,27.81066131591797,8.340499877929688,399.6786804199219,80.03111267089844,196.64247131347656,56.93188095092773,289.827880859375,17.788684844970703,49.45584487915039,33.20884704589844,126.05904388427734,41.08112716674805,89.34249114990234,65.94432830810547,77.1143798828125,109.04293823242188,208.7715606689453,250.9017639160156,36.23703384399414,401.1047668457031,66.42943572998047,103.98348236083984,24.782772064208984,158.8074951171875,257.9100036621094,51.80733108520508,185.2852478027344,160.68263244628906,149.88832092285156,17.949630737304688,388.1199951171875,83.50198364257812,124.59455108642578,136.9351348876953,382.6022644042969,69.87000274658203,149.82151794433594,281.6666564941406,144.4351043701172,195.47000122070312,419.2200012207031,301.7900085449219,53.75135040283203,156.85964965820312,82.29267120361328,79.7432632446289,43.77630615234375,296.8885192871094,28.59382057189941,44.48518753051758,57.36482238769531,154.6785430908203,411.9800109863281
2021-01-15,106.1085205078125,150.13851928710938,176.500732421875,100.7552490234375,88.20999908447266,116.8808822631836,364.2799987792969,54.10993957519531,83.9177017211914,245.7735595703125,601.1500244140625,21.207260131835938,36.33000183105469,32.42767333984375,134.63999938964844,,376.7063598632813,40.28370666503906,28.94499969482422,213.13999938964844,41.85662460327149,317.3457946777344,15.85848903656006,77.00330352783203,42.453495025634766,70.4574966430664,82.11993408203125,64.62803649902344,78.29190063476562,205.43223571777344,67.48900604248047,207.4805908203125,171.44000244140625,108.33999633789062,120.67472076416016,50.19002914428711,110.69436645507812,16.35350227355957,62.881622314453125,96.02981567382812,77.74735260009766,50.46271514892578,55.78417205810547,17.969209671020508,116.52738189697266,87.87000274658203,52.63209915161133,47.2988166809082,240.79916381835935,69.42755126953125,143.63136291503906,70.06490325927734,51.72200775146485,34.89502716064453,252.80999755859372,187.4541473388672,112.91375732421876,88.12374114990234,108.3009796142578,376.3500061035156,90.55999755859376,259.47332763671875,107.9723129272461,148.11392211914062,48.7926139831543,149.05355834960938,22.605249404907227,29.991193771362305,28.49233627319336,73.41108703613281,188.2631072998047,247.8525848388672,36.38618087768555,344.5,71.23486328125,53.778133392333984,251.3600006103516,148.97000122070312,88.97545623779297,298.0102844238281,45.82500076293945,27.56046295166016,7.936461925506592,405.31976318359375,79.46016693115234,188.0965881347656,55.61039733886719,287.6566772460937,17.77897834777832,50.15708541870117,33.16365432739258,125.11222076416016,41.35228729248047,91.38194274902344,63.80963897705078,75.70291137695312,104.92437744140624,207.14663696289065,244.0741729736328,36.01460266113281,405.2496337890625,64.80005645751953,105.4062728881836,23.780385971069336,157.3791046142578,258.9200134277344,51.65089797973633,179.95623779296875,160.18154907226562,144.21458435058594,17.8760929107666,382.5899963378906,86.1046142578125,122.44143676757812,135.85659790039062,383.3030090332031,69.45999908447266,150.81752014160156,275.3866577148437,143.24705505371094,196.27999877929688,422.3200073242188,301.8500061035156,51.99441909790039,157.15264892578125,80.52294158935547,81.42332458496094,42.65574264526367,297.5743103027344,28.462535858154297,42.34537124633789,56.55196762084961,152.30062866210938,409.2200012207031
